城市id,城市名称,城市名称英文,市级名称,市级名称英文,省级名称,省级名称英文,国家名称,国家名称英文,经度,纬度,cityType
331,佳木斯市,Jiamusi,佳木斯市,Jiamusi,黑龙江省,Heilongjiang,中国,China,130.3642752,46.79619327,0
332,同江市,River City with,佳木斯市,Jiamusi,黑龙江省,Heilongjiang,中国,China,132.4897335,47.65741217,0
333,富锦市,Fujin,佳木斯市,Jiamusi,黑龙江省,Heilongjiang,中国,China,132.0236857,47.25722251,0
334,桦南县,Huanan County,佳木斯市,Jiamusi,黑龙江省,Heilongjiang,中国,China,130.5289978,46.21679116,0
335,桦川县,Huachuan County,佳木斯市,Jiamusi,黑龙江省,Heilongjiang,中国,China,130.7053705,47.01825269,0
336,汤原县,Tangyuan County,佳木斯市,Jiamusi,黑龙江省,Heilongjiang,中国,China,129.8918106,46.72212688,0
337,抚远市,Fuyuan,佳木斯市,Jiamusi,黑龙江省,Heilongjiang,中国,China,134.298014,48.36576316,0
339,七台河市,Qitaihe,七台河市,Qitaihe,黑龙江省,Heilongjiang,中国,China,130.8309762,45.79509766,0
340,勃利县,Boli County,七台河市,Qitaihe,黑龙江省,Heilongjiang,中国,China,130.5697032,45.74314817,0
342,牡丹江市,Mudanjiang,牡丹江市,Mudanjiang,黑龙江省,Heilongjiang,中国,China,129.6111449,44.57860692,0
343,穆棱市,Muling,牡丹江市,Mudanjiang,黑龙江省,Heilongjiang,中国,China,130.5231656,44.9083916,0
344,绥芬河市,Suifenhe,牡丹江市,Mudanjiang,黑龙江省,Heilongjiang,中国,China,131.1403461,44.39568787,0
345,海林市,Hailin,牡丹江市,Mudanjiang,黑龙江省,Heilongjiang,中国,China,129.3833104,44.56649009,0
346,宁安市,Ning'an,牡丹江市,Mudanjiang,黑龙江省,Heilongjiang,中国,China,129.4669892,44.33532175,0
347,东宁县,Dongning,牡丹江市,Mudanjiang,黑龙江省,Heilongjiang,中国,China,131.1165437,44.04989532,0
348,林口县,Linkou County,牡丹江市,Mudanjiang,黑龙江省,Heilongjiang,中国,China,130.2605213,45.2785241,0
351,黑河市,Heihe,黑河市,Heihe,黑龙江省,Heilongjiang,中国,China,127.4783875,50.2422134,0
353,北安市,Beian,黑河市,Heihe,黑龙江省,Heilongjiang,中国,China,126.5169331,48.23669718,0
354,五大连池市,Wudalianchi,黑河市,Heihe,黑龙江省,Heilongjiang,中国,China,126.1907577,48.50657735,0
355,嫩江市,Nenjiang City,黑河市,Heihe,黑龙江省,Heilongjiang,中国,China,125.2345813,49.17168472,0
356,逊克县,Xunke County,黑河市,Heihe,黑龙江省,Heilongjiang,中国,China,128.4631952,49.57250589,0
357,孙吴县,Sunwu County,黑河市,Heihe,黑龙江省,Heilongjiang,中国,China,127.3132463,49.41996338,0
359,绥化市,Suihua,绥化市,Suihua,黑龙江省,Heilongjiang,中国,China,126.9915879,46.63142683,0
360,安达市,Anda,绥化市,Suihua,黑龙江省,Heilongjiang,中国,China,125.3156868,46.40714959,0
361,肇东市,Zhaodong,绥化市,Suihua,黑龙江省,Heilongjiang,中国,China,125.9827375,46.06527583,0
362,海伦市,Hailun,绥化市,Suihua,黑龙江省,Heilongjiang,中国,China,126.9520409,47.45411509,0
363,望奎县,Wangkui County,绥化市,Suihua,黑龙江省,Heilongjiang,中国,China,126.4785481,46.83460483,0
364,兰西县,Lanxi County,绥化市,Suihua,黑龙江省,Heilongjiang,中国,China,126.2867399,46.25943064,0
365,青冈县,Qinggang County,绥化市,Suihua,黑龙江省,Heilongjiang,中国,China,126.1048653,46.68360863,0
366,庆安县,Qing'an County,绥化市,Suihua,黑龙江省,Heilongjiang,中国,China,127.5113814,46.87295662,0
367,明水县,Mingshui County,绥化市,Suihua,黑龙江省,Heilongjiang,中国,China,125.9043757,47.17509272,0
368,绥棱县,Suileng County,绥化市,Suihua,黑龙江省,Heilongjiang,中国,China,127.0963719,47.24437342,0
370,大兴安岭地区,Daxinganling,大兴安岭地区,Daxinganling,黑龙江省,Heilongjiang,中国,China,124.1258971,50.4268536,0
371,加格达奇区,Jiagedaqi District,大兴安岭地区,Daxinganling,黑龙江省,Heilongjiang,中国,China,124.1148934,50.42118851,0
372,呼玛县,Huma County,大兴安岭地区,Daxinganling,黑龙江省,Heilongjiang,中国,China,126.6489859,51.72247947,0
373,塔河县,Tahe County,大兴安岭地区,Daxinganling,黑龙江省,Heilongjiang,中国,China,124.7144326,52.33450482,0
374,漠河市,Mohe,大兴安岭地区,Daxinganling,黑龙江省,Heilongjiang,中国,China,122.538592,52.97801545,0
375,呼中区,Huzhong District,大兴安岭地区,Daxinganling,黑龙江省,Heilongjiang,中国,China,123.606256,52.03901864,0
376,新林区,Xinlin District,大兴安岭地区,Daxinganling,黑龙江省,Heilongjiang,中国,China,124.4268962,51.6749049,0
379,郑州市,Zhengzhou,郑州市,Zhengzhou,河南省,Henan,中国,China,113.6548802,34.76467175,0
380,上街区,Shangjie District,郑州市,Zhengzhou,河南省,Henan,中国,China,113.2889788,34.81391244,0
381,新郑市,Xinzheng,郑州市,Zhengzhou,河南省,Henan,中国,China,113.7232161,34.39555252,0
382,荥阳市,Xingyang,郑州市,Zhengzhou,河南省,Henan,中国,China,113.3791736,34.78841819,0
383,新密市,Xinmi,郑州市,Zhengzhou,河南省,Henan,中国,China,113.3798169,34.53703071,0
384,巩义市,Gongyi,郑州市,Zhengzhou,河南省,Henan,中国,China,112.9782425,34.75638688,0
385,登封市,Dengfeng,郑州市,Zhengzhou,河南省,Henan,中国,China,113.0322066,34.45828929,0
386,中牟县,Zhongmou County,郑州市,Zhengzhou,河南省,Henan,中国,China,114.0117605,34.7266996,0
388,开封市,Kaifeng,开封市,Kaifeng,河南省,Henan,中国,China,114.3394045,34.78740779,0
389,杞县,"Qi County, Kaifeng",开封市,Kaifeng,河南省,Henan,中国,China,114.7787397,34.55241895,0
390,通许县,Tongxu County,开封市,Kaifeng,河南省,Henan,中国,China,114.4606809,34.47468216,0
391,尉氏县,Weishi County,开封市,Kaifeng,河南省,Henan,中国,China,114.1886917,34.4110681,0
392,兰考县,Lankao County,开封市,Kaifeng,河南省,Henan,中国,China,114.815476,34.82393377,0
394,洛阳市,Luoyang,洛阳市,Luoyang,河南省,Henan,中国,China,112.361271,34.67144594,0
397,偃师区,YanShi,洛阳市,Luoyang,河南省,Henan,中国,China,112.7706932,34.72645787,0
398,孟津县,Mengjin District,洛阳市,Luoyang,河南省,Henan,中国,China,112.4396519,34.82754728,0
399,新安县,Xin'an County,洛阳市,Luoyang,河南省,Henan,中国,China,112.136601,34.72800488,0
400,栾川县,Luanchuan County,洛阳市,Luoyang,河南省,Henan,中国,China,111.613481,33.7838584,0
401,嵩县,Song County,洛阳市,Luoyang,河南省,Henan,中国,China,112.0810951,34.13261872,0
402,汝阳县,Ruyang County,洛阳市,Luoyang,河南省,Henan,中国,China,112.466061,34.15403473,0
403,宜阳县,"Yiyang County, Luoyang",洛阳市,Luoyang,河南省,Henan,中国,China,112.1694657,34.52068964,0
404,洛宁县,Luoning County,洛阳市,Luoyang,河南省,Henan,中国,China,111.6449701,34.39066326,0
405,伊川县,"Yichuan County, Luoyang",洛阳市,Luoyang,河南省,Henan,中国,China,112.4220468,34.42288354,0
407,平顶山市,Pingdingshan,平顶山市,Pingdingshan,河南省,Henan,中国,China,113.2931995,33.74024087,0
408,舞钢市,"Wugang, Pingdingshan",平顶山市,Pingdingshan,河南省,Henan,中国,China,113.4833328,33.28647839,0
409,汝州市,Ruzhou,平顶山市,Pingdingshan,河南省,Henan,中国,China,112.8300119,34.15978021,0
410,宝丰县,Baofeng County,平顶山市,Pingdingshan,河南省,Henan,中国,China,113.0593327,33.86932129,0
411,叶县,Ye County,平顶山市,Pingdingshan,河南省,Henan,中国,China,113.3417574,33.6223425,0
412,鲁山县,"Lushan County, Pingdingshan",平顶山市,Pingdingshan,河南省,Henan,中国,China,112.8912835,33.73760806,0
413,郏县,"Jia County, Pingdingshan",平顶山市,Pingdingshan,河南省,Henan,中国,China,113.2041944,33.96789306,0
414,石龙区,Shilong District,平顶山市,Pingdingshan,河南省,Henan,中国,China,112.8987972,33.89878056,0
416,焦作市,Jiaozuo,焦作市,Jiaozuo,河南省,Henan,中国,China,113.1527291,35.24168325,0
419,沁阳市,Qinyang,焦作市,Jiaozuo,河南省,Henan,中国,China,112.9302758,35.09051053,0
420,孟州市,Mengzhou,焦作市,Jiaozuo,河南省,Henan,中国,China,112.780344,34.90719893,0
421,修武县,Xiuwu County,焦作市,Jiaozuo,河南省,Henan,中国,China,113.4365436,35.23165851,0
422,博爱县,Boai County,焦作市,Jiaozuo,河南省,Henan,中国,China,113.0628286,35.16929023,0
423,武陟县,Wuzhi County,焦作市,Jiaozuo,河南省,Henan,中国,China,113.3885869,35.09924724,0
424,温县,"Wen County, Jiaozuo",焦作市,Jiaozuo,河南省,Henan,中国,China,113.074255,34.93604135,0
426,鹤壁市,Hebi,鹤壁市,Hebi,河南省,Henan,中国,China,114.29745,35.747,0
430,浚县,Xun County,鹤壁市,Hebi,河南省,Henan,中国,China,114.5301933,35.66336954,0
431,淇县,"Qi County, Hebi",鹤壁市,Hebi,河南省,Henan,中国,China,114.1900391,35.60770684,0
433,新乡市,Xinxiang,新乡市,Xinxiang,河南省,Henan,中国,China,113.8629952,35.30905018,0
435,卫辉市,Weihui,新乡市,Xinxiang,河南省,Henan,中国,China,114.061403,35.41075307,0
436,辉县市,Huixian,新乡市,Xinxiang,河南省,Henan,中国,China,113.7962935,35.45957138,0
437,获嘉县,Huojia County,新乡市,Xinxiang,河南省,Henan,中国,China,113.6456042,35.26333412,0
438,原阳县,"Yuanyang County, Xinxiang",新乡市,Xinxiang,河南省,Henan,中国,China,113.9533256,35.04931681,0
439,延津县,"Yanjin County, Xinxiang",新乡市,Xinxiang,河南省,Henan,中国,China,114.1848206,35.13624859,0
440,长垣市,ChangyuanCity,新乡市,Xinxiang,河南省,Henan,中国,China,114.676279,35.19363612,0
441,封丘县,Fengqiu County,新乡市,Xinxiang,河南省,Henan,中国,China,114.416524,35.03990882,0
443,安阳市,Anyang,安阳市,Anyang,河南省,Henan,中国,China,114.3415981,36.09240888,0
444,林州市,Linzhou,安阳市,Anyang,河南省,Henan,中国,China,113.8154669,36.05891304,0
445,汤阴县,Tangyin County,安阳市,Anyang,河南省,Henan,中国,China,114.3515272,35.9143565,0
446,内黄县,Neihuang County,安阳市,Anyang,河南省,Henan,中国,China,114.8986708,35.94871826,0
447,滑县,"Hua County, Henan",安阳市,Anyang,河南省,Henan,中国,China,114.4976919,35.57153381,0
449,濮阳市,Puyang,濮阳市,Puyang,河南省,Henan,中国,China,115.0419618,35.77506746,0
450,清丰县,Qingfeng County,濮阳市,Puyang,河南省,Henan,中国,China,115.1045575,35.90205169,0
451,南乐县,Nanle County,濮阳市,Puyang,河南省,Henan,中国,China,115.2013785,36.07289735,0
452,范县,Fan County,濮阳市,Puyang,河南省,Henan,中国,China,115.504161,35.85971818,0
453,台前县,Taiqian County,濮阳市,Puyang,河南省,Henan,中国,China,115.8483801,35.99147823,0
456,许昌市,Xuchang,许昌市,Xuchang,河南省,Henan,中国,China,113.805365,34.02260667,0
458,禹州市,Yuzhou,许昌市,Xuchang,河南省,Henan,中国,China,113.4609091,34.16329741,0
459,长葛市,Changge,许昌市,Xuchang,河南省,Henan,中国,China,113.7628818,34.21376564,0
461,鄢陵县,"Yanling County, Xuchang",许昌市,Xuchang,河南省,Henan,中国,China,114.191202,34.10327986,0
462,襄城县,Xiangcheng County,许昌市,Xuchang,河南省,Henan,中国,China,113.4748067,33.8508586,0
464,漯河市,Luohe,漯河市,Luohe,河南省,Henan,中国,China,114.0258373,33.56324417,0
466,舞阳县,Wuyang County,漯河市,Luohe,河南省,Henan,中国,China,113.5853972,33.42839046,0
467,临颍县,Linying County,漯河市,Luohe,河南省,Henan,中国,China,113.9517265,33.81206165,0
469,三门峡市,Sanmenxia,三门峡市,Sanmenxia,河南省,Henan,中国,China,111.194817,34.77862311,0
470,义马市,Yima,三门峡市,Sanmenxia,河南省,Henan,中国,China,111.8679809,34.74304943,0
471,灵宝市,Lingbao,三门峡市,Sanmenxia,河南省,Henan,中国,China,110.8715213,34.51923568,0
472,陕州区,Shanzhou District,三门峡市,Sanmenxia,河南省,Henan,中国,China,111.0758976,34.69483951,0
473,渑池县,Mianchi County,三门峡市,Sanmenxia,河南省,Henan,中国,China,111.7499129,34.76064885,0
474,卢氏县,Lushi County,三门峡市,Sanmenxia,河南省,Henan,中国,China,111.0329308,34.05667647,0
476,南阳市,Nanyang,南阳市,Nanyang,河南省,Henan,中国,China,112.5267803,32.99583664,0
477,邓州市,Dengzhou,南阳市,Nanyang,河南省,Henan,中国,China,112.0770913,32.67772103,0
478,南召县,Nanzhao County,南阳市,Nanyang,河南省,Henan,中国,China,112.4201247,33.48838386,0
479,方城县,Fangcheng County,南阳市,Nanyang,河南省,Henan,中国,China,112.9947862,33.25243549,0
480,镇平县,"Zhenping County, Nanyang",南阳市,Nanyang,河南省,Henan,中国,China,112.230047,33.03204524,0
481,社旗县,Sheqi County,南阳市,Nanyang,河南省,Henan,中国,China,112.933241,33.04669932,0
482,唐河县,Tanghe County,南阳市,Nanyang,河南省,Henan,中国,China,112.8266406,32.69005086,0
483,新野县,Xinye County,南阳市,Nanyang,河南省,Henan,中国,China,112.3485581,32.51743993,0
484,内乡县,Neixiang County,南阳市,Nanyang,河南省,Henan,中国,China,111.8448934,33.0458347,0
485,西峡县,Xixia County,南阳市,Nanyang,河南省,Henan,中国,China,111.4666611,33.29600597,0
486,淅川县,Xichuan County,南阳市,Nanyang,河南省,Henan,中国,China,111.4744714,33.13670835,0
487,桐柏县,Tongbai County,南阳市,Nanyang,河南省,Henan,中国,China,113.3936879,32.36402206,0
489,商丘市,Shangqiu,商丘市,Shangqiu,河南省,Henan,中国,China,115.6355085,34.43435225,0
492,永城市,Yongcheng,商丘市,Shangqiu,河南省,Henan,中国,China,116.3636818,33.9297295,0
493,民权县,Minquan County,商丘市,Shangqiu,河南省,Henan,中国,China,115.1344928,34.64151733,0
494,睢县,"Sui County, Shangqiu",商丘市,Shangqiu,河南省,Henan,中国,China,115.05185,34.42334759,0
495,宁陵县,Ningling County,商丘市,Shangqiu,河南省,Henan,中国,China,115.3094439,34.44068788,0
496,柘城县,Zhecheng County,商丘市,Shangqiu,河南省,Henan,中国,China,115.289907,34.07009586,0
497,虞城县,Yucheng County,商丘市,Shangqiu,河南省,Henan,中国,China,115.8519242,34.38927017,0
498,夏邑县,Xiayi County,商丘市,Shangqiu,河南省,Henan,中国,China,116.1257985,34.22846171,0
500,信阳市,Xinyang,信阳市,Xinyang,河南省,Henan,中国,China,114.0602039,32.12501022,0
502,罗山县,Luoshan County,信阳市,Xinyang,河南省,Henan,中国,China,114.5235861,32.18844948,0
503,光山县,Guangshan County,信阳市,Xinyang,河南省,Henan,中国,China,114.8948434,32.01185185,0
504,新县,Xin County,信阳市,Xinyang,河南省,Henan,中国,China,114.8581261,31.61862163,0
505,商城县,Shangcheng County,信阳市,Xinyang,河南省,Henan,中国,China,115.3966848,31.79180273,0
506,固始县,Gushi County,信阳市,Xinyang,河南省,Henan,中国,China,115.6713501,32.17444584,0
507,潢川县,Huangchuan County,信阳市,Xinyang,河南省,Henan,中国,China,115.041973,32.12647926,0
508,淮滨县,Huaibin County,信阳市,Xinyang,河南省,Henan,中国,China,115.3969257,32.43406524,0
509,息县,"Xi County, Xinyang",信阳市,Xinyang,河南省,Henan,中国,China,114.7220899,32.34342579,0
511,周口市,Zhoukou,周口市,Zhoukou,河南省,Henan,中国,China,114.6324398,33.61697834,0
513,项城市,Xiangcheng,周口市,Zhoukou,河南省,Henan,中国,China,114.8962516,33.44087137,0
514,扶沟县,Fugou County,周口市,Zhoukou,河南省,Henan,中国,China,114.3919577,34.06073805,0
515,西华县,Xihua County,周口市,Zhoukou,河南省,Henan,中国,China,114.5258272,33.79001253,0
516,商水县,Shangshui County,周口市,Zhoukou,河南省,Henan,中国,China,114.6033458,33.54428918,0
517,沈丘县,Shenqiu County,周口市,Zhoukou,河南省,Henan,中国,China,115.0603008,33.38751599,0
518,郸城县,Dancheng County,周口市,Zhoukou,河南省,Henan,中国,China,115.1910314,33.64089385,0
519,淮阳区,HuaiyangDistrict,周口市,Zhoukou,河南省,Henan,中国,China,114.8767461,33.72624647,0
520,太康县,Taikang County,周口市,Zhoukou,河南省,Henan,中国,China,114.8600305,34.06025748,0
521,鹿邑县,Luyi County,周口市,Zhoukou,河南省,Henan,中国,China,115.4748998,33.85258768,0
523,驻马店市,Zhumadian,驻马店市,Zhumadian,河南省,Henan,中国,China,114.0169989,32.98047804,0
524,西平县,Xiping County,驻马店市,Zhumadian,河南省,Henan,中国,China,114.0164598,33.38178436,0
525,上蔡县,Shangcai County,驻马店市,Zhumadian,河南省,Henan,中国,China,114.2547466,33.26217601,0
526,平舆县,Pingyu County,驻马店市,Zhumadian,河南省,Henan,中国,China,114.6213648,32.95207991,0
527,正阳县,Zhengyang County,驻马店市,Zhumadian,河南省,Henan,中国,China,114.3764016,32.60365296,0
528,确山县,Queshan County,驻马店市,Zhumadian,河南省,Henan,中国,China,114.0161567,32.80028144,0
529,泌阳县,Biyang County,驻马店市,Zhumadian,河南省,Henan,中国,China,113.3160446,32.71400297,0
530,汝南县,Runan County,驻马店市,Zhumadian,河南省,Henan,中国,China,114.342369,32.99793113,0
531,遂平县,Suiping County,驻马店市,Zhumadian,河南省,Henan,中国,China,113.9779982,33.14136955,0
532,新蔡县,Xincai County,驻马店市,Zhumadian,河南省,Henan,中国,China,114.9732123,32.74264887,0
534,济源市,Jiyuan,济源市,Jiyuan,河南省,Henan,中国,China,112.5813545,35.08391765,0
537,武汉市,Wuhan,武汉市,Wuhan,湖北省,Hubei,中国,China,114.335269,30.637462,0
540,黄陂区,Huangpi District,武汉市,Wuhan,湖北省,Hubei,中国,China,114.376022,30.882116,0
541,新洲区,"Xinzhou District, Wuhan",武汉市,Wuhan,湖北省,Hubei,中国,China,114.801436,30.841243,0
542,江夏区,Jiangxia District,武汉市,Wuhan,湖北省,Hubei,中国,China,114.324583,30.372039,0
543,蔡甸区,Caidian District,武汉市,Wuhan,湖北省,Hubei,中国,China,114.029026,30.58214,0
544,东西湖区,Dongxihu District,武汉市,Wuhan,湖北省,Hubei,中国,China,114.136646,30.619846,0
546,黄石市,Huangshi,黄石市,Huangshi,湖北省,Hubei,中国,China,115.1007259,30.21174051,0
547,大冶市,Daye,黄石市,Huangshi,湖北省,Hubei,中国,China,114.979896,30.095547,0
548,阳新县,Yangxin County,黄石市,Huangshi,湖北省,Hubei,中国,China,115.20963,29.83013,0
549,西塞山区,Xisaishan District,黄石市,Huangshi,湖北省,Hubei,中国,China,115.12,30.2,0
550,铁山区,Tieshan District,黄石市,Huangshi,湖北省,Hubei,中国,China,114.9014111,30.20659167,0
